# Id,x_center,y_center,z_center,c,c_max,c_min,r_vir,n_vir,n_tot
85010658110,390.100500,460.998200,915.214800,1.000025,1.685251,1.000025,0.109504,26,30
85010658513,374.716400,517.333700,916.070400,9.022635,11.091143,6.967962,0.092375,19,30
85010660247,365.976900,508.835200,915.592700,1.305204,1.920519,1.000038,0.090287,22,30
85010660248,373.613500,518.497100,911.124700,1.000146,1.721027,1.000146,0.094570,20,30
85010660412,351.799300,514.140300,846.218800,2.084592,3.012246,1.163483,0.261010,28,30
85010660415,347.247400,507.038400,850.700400,5.525923,28.512736,1.000018,0.063933,6,30
85010660419,348.312900,515.685400,849.455500,1.000014,2.093049,1.000014,0.081910,16,30
85010660421,345.479000,508.028100,861.674500,2.242506,2.854007,1.630009,0.097154,23,30
85010660422,346.905700,507.344300,863.420800,3.827858,4.598378,3.051074,0.372076,28,30
85010660427,352.824500,507.721300,866.738800,5.849628,6.944210,4.729938,0.110758,28,30
85010660429,344.752500,517.726000,876.497100,5.914281,7.714961,4.103435,0.085544,17,30
85010660437,369.439200,512.754600,834.213000,2.901681,3.650240,2.165946,0.242309,28,30
85010660438,343.792900,518.488700,837.170000,1.871668,106.543321,1.871668,0.064110,2,30
85010660445,344.581800,505.057500,851.127600,1.000054,4.538931,1.000054,0.068443,4,30
85010660466,370.846300,503.162400,899.381200,3.522944,8.738780,1.000281,0.073605,10,30
85010660469,340.190900,503.665400,851.083300,3.858087,4.907703,2.802417,0.092140,20,30
85010660470,351.567000,498.121400,824.281600,1.000018,1.721499,1.000018,0.094676,21,30
85010660472,340.152600,501.140000,826.296100,4.495983,5.636215,3.335353,0.099780,25,30
85010660480,374.207200,502.686800,904.760300,1.259373,2.047210,1.000039,0.094776,21,30
85010660581,368.998400,507.531400,902.763000,2.896283,3.548797,2.227039,0.101862,27,30
85010660583,372.636400,513.283700,905.655600,8.848050,11.216123,6.517099,0.097699,22,30
85010660780,426.114000,507.094200,910.178500,2.930375,3.694645,2.143570,0.099381,27,30
85010660793,426.734700,512.342200,909.616400,8.017301,10.736822,5.373973,0.083816,21,30
85010660809,425.585400,505.790700,902.996600,4.322745,5.568518,3.112350,0.100666,22,30
85010660821,379.149600,495.359300,905.947000,11.085189,13.822547,8.400438,0.101507,24,30
85010660824,377.381100,506.333100,917.477200,2.032086,7.821323,1.000067,0.061627,8,30
