#file,c
Halo_NR_23925.csv,7.122096
Halo_NR_18205.csv,2.860698
Halo_NR_23597.csv,6.481510
Halo_NR_29972.csv,2.926670
Halo_NR_22167.csv,4.990365
Halo_NR_29386.csv,4.836185
Halo_NR_23850.csv,4.509395
Halo_NR_10778.csv,3.939693
Halo_NR_28114.csv,2.884939
Halo_NR_13795.csv,5.649396
Halo_NR_15565.csv,8.549119
Halo_NR_11419.csv,5.311664
Halo_NR_08264.csv,3.743312
Halo_NR_18861.csv,4.574303
Halo_NR_22128.csv,4.947655
Halo_NR_16454.csv,5.119381
Halo_NR_30761.csv,6.251709
Halo_NR_27311.csv,5.912241
Halo_NR_09478.csv,6.527633
Halo_NR_20337.csv,5.978918
Halo_NR_28864.csv,7.869418
Halo_NR_19976.csv,6.268101
Halo_NR_21707.csv,3.168983
Halo_NR_26291.csv,3.999343
Halo_NR_09530.csv,6.097982
Halo_NR_25240.csv,5.363140
Halo_NR_00818.csv,5.948598
Halo_NR_04234.csv,5.693403
Halo_NR_17525.csv,4.430619
Halo_NR_26076.csv,4.165854
Halo_NR_19764.csv,5.911322
Halo_NR_09615.csv,5.659432
Halo_NR_07846.csv,4.439985
Halo_NR_15661.csv,4.846548
Halo_NR_02090.csv,6.015757
Halo_NR_27061.csv,6.007586
Halo_NR_16517.csv,5.778793
Halo_NR_05376.csv,4.044162
Halo_NR_28000.csv,2.443568
Halo_NR_25744.csv,3.496678
Halo_NR_29636.csv,4.872357
Halo_NR_08376.csv,5.258182
Halo_NR_28059.csv,7.288788
Halo_NR_07843.csv,4.978559
Halo_NR_20447.csv,5.213170
Halo_NR_20119.csv,6.127228
Halo_NR_25748.csv,3.368851
Halo_NR_07531.csv,8.477751
Halo_NR_17849.csv,3.473593
Halo_NR_18404.csv,5.074346
Halo_NR_19580.csv,4.962507
Halo_NR_14905.csv,4.685557
Halo_NR_01107.csv,7.376243
Halo_NR_05455.csv,3.020939
Halo_NR_27538.csv,14.935736
Halo_NR_08185.csv,4.181651
Halo_NR_16721.csv,4.572369
Halo_NR_01686.csv,4.147593
Halo_NR_26591.csv,5.232598
Halo_NR_19207.csv,7.928411
Halo_NR_16997.csv,3.601296
Halo_NR_30371.csv,4.590019
Halo_NR_30665.csv,7.082827
Halo_NR_05988.csv,2.831156
Halo_NR_18011.csv,8.309544
Halo_NR_03804.csv,2.905331
Halo_NR_18900.csv,6.698376
Halo_NR_30676.csv,4.307879
Halo_NR_11615.csv,5.885536
Halo_NR_19118.csv,6.451832
Halo_NR_20079.csv,2.328737
Halo_NR_27778.csv,6.622713
Halo_NR_19641.csv,5.230308
Halo_NR_18397.csv,7.146095
Halo_NR_11759.csv,4.574289
Halo_NR_08068.csv,4.710295
Halo_NR_20315.csv,5.485810
Halo_NR_09470.csv,5.619936
Halo_NR_25435.csv,4.540135
Halo_NR_18012.csv,3.106861
Halo_NR_25448.csv,8.337584
Halo_NR_19440.csv,3.880669
Halo_NR_05475.csv,6.454506
Halo_NR_17968.csv,4.089383
Halo_NR_13446.csv,7.171640
Halo_NR_06108.csv,2.332517
Halo_NR_01322.csv,6.200526
Halo_NR_28162.csv,4.188749
Halo_NR_26732.csv,5.324002
Halo_NR_08321.csv,7.438999
Halo_NR_14558.csv,3.345481
Halo_NR_20907.csv,9.555649
Halo_NR_19345.csv,5.219326
Halo_NR_05453.csv,6.734978
Halo_NR_29206.csv,4.356781
Halo_NR_11286.csv,10.717942
Halo_NR_02953.csv,8.678868
Halo_NR_24130.csv,7.652770
Halo_NR_15277.csv,6.139943
Halo_NR_15729.csv,7.677492
Halo_NR_06929.csv,4.118493
