# Id,x_center,y_center,z_center,c,c_max,c_min,r_vir,n_vir,n_tot
265,0.007968,0.001872,0.006169,9.911123,10.190692,9.635449,0.996264,979,980
266,0.000000,-0.000000,-0.000000,9.978034,10.255446,9.697272,0.998207,1003,1004
267,-0.000000,0.000000,-0.000000,9.959852,10.212418,9.713889,0.998183,989,990
268,-0.000000,0.000000,0.000000,9.947164,10.202149,9.685212,0.998188,991,992
269,-0.007243,-0.001750,0.006484,9.973995,10.216343,9.729077,1.002558,1040,1041
270,-0.000000,0.000000,-0.000000,9.983947,10.242628,9.722237,0.998284,1048,1049
271,0.011609,0.006301,0.001565,10.500486,10.819683,10.183912,1.010270,990,991
272,0.005681,-0.000313,0.000275,9.969738,10.229400,9.704014,0.996146,983,984
273,-0.008244,-0.004294,0.010835,10.179377,10.436659,9.915570,1.010529,1044,1045
274,0.006206,-0.007379,0.003317,10.239145,10.536585,9.936345,1.005826,976,977
275,-0.000626,-0.002228,0.007850,10.181757,10.473402,9.898469,0.998986,978,979
276,0.017669,-0.008168,0.020463,9.725267,10.039784,9.412672,1.017283,994,995
277,-0.000000,-0.000000,-0.000000,10.016136,10.286038,9.739462,0.998166,982,983
278,0.005569,0.000159,-0.001072,10.140560,10.420263,9.862094,0.999342,987,988
279,0.003198,0.007085,-0.002889,10.007385,10.299509,9.718659,1.002239,966,967
280,0.000000,-0.000000,-0.000000,9.957833,10.216447,9.696886,0.998165,979,980
281,0.000000,0.000000,-0.000000,9.996038,10.257566,9.736942,0.998241,1023,1024
282,-0.004535,-0.002279,-0.002358,10.063133,10.317912,9.815534,1.001479,1027,1028
283,-0.000000,-0.000000,0.000000,9.905952,10.164598,9.642895,0.998150,969,970
284,-0.005252,0.006005,-0.000214,10.130724,10.386249,9.877508,0.999761,1032,1033
285,-0.001400,-0.004738,0.002545,10.266922,10.542331,9.997051,1.003668,1031,1032
286,0.003039,-0.004017,-0.002222,10.048445,10.297145,9.797548,0.999349,1048,1049
287,0.003207,0.004283,-0.006060,9.992272,10.254430,9.725410,1.002636,1019,1020
288,0.000000,0.000000,-0.000000,10.012562,10.281170,9.745800,0.998249,1028,1029
289,0.000307,0.001969,-0.007971,10.412023,10.679411,10.148358,1.004040,974,975
290,-0.000522,0.000627,0.005320,10.134485,10.383995,9.879812,1.000863,1096,1097
291,-0.004387,-0.002416,-0.006231,10.311379,10.592898,10.032690,1.005119,1026,1027
292,0.000000,0.000000,-0.000000,10.007524,10.262616,9.749392,0.998079,937,938
293,0.010846,0.004171,-0.000900,9.919376,10.207119,9.635613,0.997258,1020,1021
294,0.005379,-0.006691,-0.014968,9.972265,10.236555,9.702878,1.011130,994,995
