# center_difference,dens_conc,mass_conc,vlct_conc
1.485752326954677294e+00,7.678256742470429330e+00,4.840081999999999773e+00,6.164826000000000583e+00
2.684753875256959410e-01,4.102650239777943852e+00,4.748294000000000459e+00,4.107619999999999827e+00
1.420477468473556881e-01,4.831408642635635076e+00,3.498076999999999881e+00,4.880008000000000123e+00
1.485335110809602732e-01,6.308543397487585302e+00,5.951699999999999768e+00,5.455141999999999491e+00
1.905624143334120335e-01,3.483026267717475033e+00,2.803787999999999947e+00,3.204699000000000186e+00
7.767316471955856838e-02,6.064968157696660533e+00,5.352761000000000102e+00,6.454184999999999839e+00
2.371585688642629808e-01,5.307227673444444349e+00,4.367441000000000351e+00,5.068958000000000297e+00
9.302123458329317196e-02,1.259248401018541408e+01,9.740505999999999887e+00,1.063026499999999963e+01
1.453831995463444882e-01,5.265740001019870498e+00,7.360324000000000311e+00,6.345644000000000062e+00
1.515402404220489163e-01,6.851703413406026399e+00,5.494658000000000264e+00,6.184806000000000026e+00
4.348939327909681629e-01,7.066172554657223159e+00,5.345340000000000202e+00,6.285066000000000486e+00
1.079217179623905842e-01,9.090724743480553371e+00,8.760013000000000716e+00,1.166216000000000008e+01
1.966513525228260617e-01,3.832332016040491229e+00,3.397186000000000039e+00,4.424503999999999770e+00
4.002871809608510301e-01,4.968964383294361298e+00,4.224958999999999243e+00,4.755338000000000065e+00
1.230516888054039581e-01,7.819675113326844063e+00,5.970533000000000534e+00,7.225675999999999100e+00
1.385361948358248829e-01,8.390704083879640507e+00,8.754294999999999050e+00,8.179327000000000680e+00
1.054068392704518159e-01,8.484830056259736963e+00,5.583338999999999608e+00,7.125372000000000483e+00
7.311008783451827808e-02,1.194106684862946111e+01,1.023096400000000017e+01,1.412794099999999986e+01
8.222569980826753555e-02,1.146426614343037897e+01,6.895264999999999311e+00,9.874938000000000216e+00
4.541837567823621413e-02,8.134803056489309014e+00,5.875309999999999810e+00,7.431874999999999787e+00
6.928692522829654754e-01,2.859517672064425309e+00,1.583245999999999931e+00,3.248365000000000169e+00
2.337411347556504204e-01,8.306253720127186213e+00,5.486064999999999969e+00,5.950917999999999708e+00
9.674711844227175395e-02,8.261626695174509649e+00,5.811274000000000051e+00,7.418286999999999409e+00
7.516368407311510569e-02,5.703133668217286179e+00,4.542044000000000636e+00,5.759761000000000131e+00
6.675952766071951983e-02,9.246561070106459113e+00,6.199817999999999607e+00,8.595053999999999306e+00
7.954114688940797651e-01,7.951965886050436971e+00,5.062845999999999513e+00,7.851215999999999973e+00
1.850159288703432103e-01,6.996496789468961808e+00,4.668769000000000169e+00,5.593238999999999628e+00
3.736327671799368200e-01,3.272896591306752700e+00,3.714634999999999909e+00,2.847637999999999892e+00
1.218940707268259871e+00,6.374926614786965651e+00,4.420976999999999713e+00,5.137643999999999878e+00
2.096074555138275619e-01,8.346916293369455175e+00,6.076373999999999498e+00,7.791111999999999149e+00
1.657506176524720098e-01,5.993789949820682139e+00,4.351097000000000214e+00,6.107638999999999818e+00
3.169436410822439876e-01,1.950348703133173434e+00,2.294229000000000074e+00,3.097020999999999802e+00
2.177125781267404692e-01,1.119089324997370483e+01,6.798244000000000398e+00,9.229257999999999740e+00
8.410604966182427811e-01,3.145702911560377846e+00,2.978075000000000028e+00,2.829631000000000007e+00
5.156729880990115200e-01,5.999446394679304184e+00,4.234124999999999694e+00,5.442279000000000089e+00
1.328514968877488045e-01,7.562683786932564267e+00,5.260720000000000063e+00,6.327258000000000493e+00
7.514375864708251751e-02,8.793148309677109253e+00,6.705972999999999296e+00,8.276375999999999067e+00
1.754562569115633575e-01,8.906693688742327808e+00,7.386982000000000603e+00,8.909508000000000649e+00
8.107344332588718727e-02,8.235227279292674396e+00,4.976544999999999774e+00,7.230936999999999948e+00
6.891185893338802604e-02,3.853660643688035403e+00,5.221112999999999893e+00,3.683848999999999929e+00
3.350773639633287948e-02,9.124046822335344586e+00,5.315380000000000216e+00,7.380605999999999334e+00
1.701651528469199648e-01,6.079597874034561755e+00,3.595923999999999676e+00,6.065244999999999997e+00
8.148454185389605864e-02,9.749925950026627319e+00,1.028194099999999978e+01,1.025455000000000005e+01
4.931410808206065366e-01,7.210392043899791048e+00,4.124692999999999721e+00,5.869280000000000719e+00
9.375174545322248476e-02,7.897214636640716101e+00,7.108922999999999881e+00,7.685344999999999871e+00
2.879187784482847845e-01,3.454836280747428656e+00,3.780135000000000023e+00,3.560491000000000295e+00
1.209734222771155776e-01,9.494637456318269386e+00,8.983533999999998798e+00,9.998575999999999908e+00
9.173810210762739503e-02,7.168815733851388039e+00,4.822001000000000204e+00,6.113152999999999615e+00
2.027447740327158743e-01,1.225338521987317897e+01,6.249037000000000397e+00,9.460210999999999260e+00
1.020586014925501495e+00,7.450455542075740567e+00,5.553380999999999901e+00,9.595028999999998476e+00
7.344852478838205523e-02,5.875048953253025452e+00,3.982358999999999760e+00,5.131324000000000218e+00
1.575113623406092234e-01,5.238576285989037906e+00,7.223489999999999078e+00,5.405395999999999646e+00
4.155113855494693142e-01,3.542635646430682517e+00,3.119133999999999851e+00,3.068216999999999750e+00
9.945193385779526052e-01,6.559875698272354505e+00,5.300201000000000384e+00,6.781747000000000192e+00
2.255465309398954898e-01,4.748765644088884130e+00,4.683283999999999558e+00,6.457933999999999841e+00
1.331260814850355190e-01,4.006818293246587004e+00,4.560182000000000180e+00,5.343269999999999520e+00
6.728566891285086005e-01,1.564685612184123187e+01,6.523409000000000013e+00,1.008831499999999970e+01
2.409312934649193993e-01,3.015967607737478406e+00,3.654420999999999697e+00,3.057980000000000143e+00
7.946292144526531653e-02,1.023661371529895980e+01,7.033686000000000327e+00,9.485699000000000325e+00
2.062022621452531124e-01,4.687066407790204892e+00,4.913679000000000130e+00,5.831323000000000256e+00
7.338504672289103414e-02,5.934681701222676686e+00,4.807732999999999812e+00,4.853298000000000556e+00
8.713135414296653281e-01,8.885115129763116570e+00,5.789252999999999538e+00,7.257130000000000081e+00
1.631958489166964454e-01,3.100712899084912433e+00,3.666002999999999901e+00,3.854023999999999894e+00
5.146128710309000320e-02,7.203015603711327763e+00,5.405393000000000114e+00,6.134383000000000585e+00
1.308419039456488742e-01,7.048424408029681842e+00,4.796476999999999435e+00,6.626867999999999093e+00
7.224312199969977477e-02,6.373769013020829988e+00,5.887898999999999994e+00,6.115113000000000021e+00
9.760771105353965860e-02,1.139409172538639581e+01,6.975683000000000078e+00,9.383478000000000208e+00
2.028132083369532934e-01,8.722331439024513244e+00,7.777710000000000790e+00,7.712192999999999188e+00
1.960473247735799174e-01,6.254064337555358399e+00,4.752730999999999817e+00,6.138065000000000104e+00
3.007009877700930409e-02,7.298251476079629541e+00,5.679196000000000133e+00,6.543708999999999776e+00
1.950287319041274781e-01,5.017549013152896364e+00,3.428723999999999883e+00,5.353277999999999537e+00
9.051691055624090376e-01,2.011298571680984892e+01,7.554485999999999812e+00,1.344025400000000126e+01
3.275606984455833870e-01,3.189808767047837001e+00,3.467086000000000112e+00,2.268735500000000016e+01
2.114062309067248346e-01,7.506227174800459423e+00,4.332981000000000193e+00,6.137208999999999470e+00
2.272263320513307483e-01,4.040811650819904344e+00,4.899688999999999517e+00,5.346719999999999473e+00
2.149660121294917972e-02,9.248669920415073520e+00,6.866432000000000535e+00,7.933600000000000207e+00
5.982591382273393099e-02,5.571837941077419032e+00,6.847055000000000113e+00,6.911822999999999162e+00
7.896689619853099196e-02,9.012497066030222825e+00,5.593848000000000376e+00,8.135872000000000881e+00
1.186802636191417043e-01,1.024055979036283048e+01,6.072856999999999950e+00,8.459061999999999415e+00
1.340695170245853884e-01,6.508943484369098087e+00,5.979473000000000482e+00,6.431032000000000082e+00
1.631971710077541327e-01,5.003317492767232366e+00,5.436463999999999963e+00,5.246201000000000114e+00
9.616773043160972700e-02,8.702701144039389547e+00,4.192327999999999832e+00,7.437661999999999551e+00
1.017303022177298844e-01,5.488011132403974202e+00,4.818887999999999394e+00,5.357775000000000176e+00
1.758802434005972970e-01,4.691632877967149007e+00,3.922662999999999567e+00,4.068240000000000300e+00
6.994230952476844509e-02,6.326583608616617838e+00,4.573534999999999684e+00,5.698299999999999699e+00
4.403704427002794880e-02,4.678751213398328446e+00,8.406045999999999907e+00,7.761086999999999847e+00
1.510329999475715501e-01,5.447052082774570536e+00,5.153151999999999511e+00,5.196708999999999357e+00
1.205559579570470302e-01,6.315321444314496269e+00,4.723845999999999989e+00,6.715041000000000260e+00
3.163861832107612293e-01,5.738500526493949039e+00,4.508198999999999401e+00,5.180337000000000636e+00
2.725569655663968027e-01,3.482975330872984721e+00,5.801769000000000176e+00,4.529959999999999987e+00
3.870778670080403105e-01,1.638330768592430653e+00,2.381504999999999761e+00,2.524118999999999780e+00
9.554237922428392149e-02,7.429537961024688997e+00,4.578151000000000082e+00,6.373148000000000479e+00
1.812109372310103939e-01,7.878716100070897177e+00,6.474949999999999761e+00,8.104994999999998839e+00
4.982178724435052941e-01,7.184009134004330832e+00,4.137537000000000020e+00,6.155730999999999398e+00
8.141840016204246466e-02,1.035108244562665902e+01,6.334468000000000210e+00,8.341496000000001132e+00
3.220485372861361384e-01,5.817683103884235152e+00,4.198686000000000362e+00,5.378106999999999971e+00
2.472902833594289862e-01,3.331059806756152764e+00,4.231997999999999927e+00,4.045833999999999264e+00
8.229924501179405882e-02,6.498275357169972288e+00,4.853842000000000212e+00,6.645334000000000074e+00
9.591515714775424029e-02,5.128919233793090449e+00,4.034813999999999901e+00,5.117789000000000144e+00
1.585336346113890293e-01,1.030182196021029384e+01,6.771616000000000746e+00,7.707525999999999655e+00
5.919879009262434683e-02,5.810927312188830740e+00,5.555023999999999518e+00,5.241883000000000514e+00
1.108836342427072241e-01,1.033953051272951917e+01,5.130766000000000382e+00,7.459121999999999808e+00
8.653761507470912606e-02,3.958299949410248431e+00,4.407873000000000374e+00,4.977791999999999994e+00
1.207946194261921985e-01,7.445333498814257212e+00,6.141364000000000267e+00,7.561241000000000767e+00
1.630111802558364617e-02,5.920859808962969595e+00,3.429553999999999991e+00,4.664954999999999963e+00
1.345914040315240867e-01,4.894681625367609534e+00,6.601580999999999477e+00,5.105731999999999715e+00
5.687614969246448382e-01,2.126627181350645657e+00,7.093447999999999531e+00,5.343462999999999852e+00
1.715335916270692429e-01,1.150339568254321065e+01,7.171777000000000513e+00,9.536137000000000086e+00
5.428704541106098985e-02,8.369211786092964900e+00,4.784273000000000664e+00,5.966715999999999909e+00
2.138962293756823674e-01,1.336220532478663348e+00,1.058020000000000183e+00,2.328736999999999835e+00
2.197668577319881467e-01,5.750179084084332537e+00,4.700994000000000561e+00,5.327674000000000021e+00
1.500544984229213452e-01,4.792297289859972054e+00,4.831252000000000102e+00,5.468237999999999488e+00
1.215712776935169714e-01,6.692771122405424045e+00,5.577284999999999826e+00,6.951488999999999585e+00
1.457588827350752847e-01,6.836854659962320113e+00,5.322841999999999629e+00,5.915658999999999779e+00
2.576724901160757919e-01,4.921717610509964480e+00,4.756261000000000294e+00,5.150342000000000198e+00
1.182802864150931388e+00,1.333116581701370329e+01,5.835875999999999841e+00,9.089674999999999727e+00
2.537323243049402488e-01,7.185148082701912742e+00,5.755434999999999413e+00,7.493314999999999060e+00
1.154710404399830470e-01,3.406501758396598412e+00,2.552824000000000204e+00,4.071931000000000189e+00
1.868322059764851717e-01,9.440048194404642601e+00,5.539259999999999629e+00,7.398457000000000505e+00
1.273174043690781521e-01,8.615632953240027092e+00,6.720386999999999666e+00,8.735497000000000511e+00
2.504003195658187075e-01,4.940964092138720787e+00,3.381804000000000254e+00,4.537914999999999921e+00
1.054571907955183380e-01,4.718343275690712879e+00,5.605998999999999732e+00,5.124419000000000501e+00
1.026338502730042568e-01,6.169646723089623030e+00,5.489889999999999937e+00,6.300610999999999962e+00
2.621304546778860378e-01,3.712545454633652486e+00,3.193805999999999923e+00,2.910349000000000075e+00
1.197284122305804083e-01,5.710791333214452870e+00,7.059988000000000596e+00,6.710561999999999472e+00
3.923698453095739724e-01,2.646927043520423073e+00,4.344880999999999993e+00,4.491407999999999845e+00
1.232011409186299089e-01,5.590083303469765674e+00,4.303037000000000667e+00,4.538567999999999714e+00
7.850310774639544797e-02,2.325593873993055638e+01,9.172547999999999035e+00,1.174278500000000136e+01
7.444873498352354291e-02,1.218125818698736573e+01,5.529450999999999894e+00,8.895707000000001585e+00
9.287800068253410091e-02,9.135645198636915154e+00,5.208524999999999849e+00,7.108905000000000030e+00
1.518917384662181458e-01,1.097054955765213435e+01,6.356222999999999956e+00,8.251749999999999474e+00
2.436008951019098534e-01,4.861677506236802060e+00,3.346477999999999842e+00,4.114380000000000592e+00
2.037541843125608709e-01,1.634151271931305827e+00,3.801883999999999819e+00,2.328736999999999835e+00
8.929224093325155431e-02,7.941948679314039694e+00,5.313627999999999574e+00,6.148170999999999609e+00
5.851127994214561784e-02,7.800746094086650650e+00,4.110165000000000290e+00,6.523172999999999888e+00
3.492194387163358171e-01,7.407076299356680771e+00,5.450343000000000160e+00,7.258116000000000234e+00
8.690058823923256515e-02,7.348399882775955128e+00,6.927999000000000684e+00,8.258952000000000737e+00
2.881183909733114890e-01,7.458184773660941680e+00,5.627651000000000181e+00,6.881836999999999094e+00
7.095819901348915382e-02,6.707657233559941368e+00,6.211955000000000560e+00,5.717996000000000301e+00
3.837235223729654893e-02,1.515825816785325308e+01,7.444694999999999396e+00,9.980336999999998682e+00
1.177093498884962119e-01,5.944082108581166146e+00,5.008905000000000385e+00,6.189623000000000097e+00
9.581700510225703293e-02,3.381605344476602326e+00,4.419996000000000258e+00,4.403444000000000358e+00
1.112101769938261264e-01,1.083587632267023970e+01,6.349344000000000321e+00,8.760279999999999845e+00
4.780160802294986661e-02,8.469560758219456531e+00,6.023246000000000322e+00,7.304380999999999347e+00
1.209616950422456039e-01,5.075079747728725721e+00,4.986117000000000132e+00,5.040776999999999397e+00
3.128514870298786943e-01,6.519777587067909330e+00,4.722428999999999988e+00,5.435989000000000182e+00
1.205802342410456640e-01,6.960862540840882851e+00,4.465246999999999744e+00,6.524545999999999957e+00
2.114203784118257601e-01,3.805711520889088817e+00,5.195517999999999859e+00,4.317117999999999789e+00
3.420369269967356990e-02,7.202834223848991080e+00,4.727737999999999552e+00,6.229821000000000275e+00
9.406976125704022418e-02,6.097647141948703720e+00,4.136359999999999815e+00,5.469616000000000255e+00
1.287259488903719773e-01,1.237391111559843360e+01,8.045289000000000357e+00,1.124514399999999981e+01
8.694642784330901264e-02,7.955871056586517831e+00,5.274309999999999832e+00,7.898427000000000753e+00
1.399445064276351736e-01,8.138100940505561098e+00,7.238564999999999472e+00,8.249328000000000216e+00
1.981025742420176872e-01,1.034844199007652321e+01,4.381063000000000152e+00,9.794043999999999528e+00
1.670671984416979561e-01,1.015794368760538546e+01,6.112072000000000394e+00,8.477211000000000496e+00
1.576106730909158649e-01,3.964771942597679288e+00,4.268844999999999779e+00,4.873097000000000456e+00
1.165737655991727073e-01,4.612792820992368092e+00,7.713880000000000514e+00,4.963891999999999527e+00
2.841759777166075751e-01,2.899762115156901299e+00,3.947886000000000006e+00,3.541450000000000209e+00
5.447709059635237605e-02,6.148513896697046732e+00,4.726498000000000310e+00,5.774969000000000463e+00
1.026516158079714691e-01,4.028039603327915330e+00,3.273479000000000028e+00,4.269270999999999816e+00
1.098171805221559438e-01,7.332216286062331001e+00,4.542576000000000391e+00,6.447504000000000346e+00
8.721785682522419092e-02,5.425387389276645322e+00,4.502054000000000222e+00,6.208839000000000219e+00
9.304315794068077072e-02,1.016766470595417537e+01,6.472738999999999798e+00,9.475751999999999953e+00
8.255620081952744216e-02,8.407048056968088545e+00,9.637986999999998972e+00,9.255974000000000146e+00
3.745835787039103471e-01,7.910753414607190948e+00,6.671922999999999604e+00,9.377632000000000190e+00
5.214160140996287884e-01,6.982616620248528250e+00,6.273948999999999998e+00,6.995474000000000636e+00
8.422855893452126097e-02,4.689037405087651322e+00,5.717760000000000176e+00,5.321892000000000067e+00
1.357884446564157910e-01,9.166029858239292949e+00,5.405044999999999433e+00,8.010135000000000005e+00
5.123048693662870384e-02,6.758864655193726811e+00,5.446998000000000673e+00,6.346642000000000117e+00
2.305992185066156053e-01,4.405548015581061350e+00,3.340076000000000267e+00,3.446876000000000051e+00
2.333805488726298782e-01,8.085541914474802638e+00,5.190879999999999939e+00,8.711211000000000482e+00
6.954298682249633601e-02,8.035093725642051155e+00,5.631102999999999525e+00,6.822155999999999665e+00
1.392474169634362047e-01,4.513622044972288805e+00,3.329435999999999840e+00,3.993729000000000084e+00
8.338288022057532833e-02,7.105802934240698754e+00,5.051435999999999815e+00,7.383625000000000327e+00
3.833402274636309448e-01,2.579195832795120324e+00,3.947496000000000116e+00,3.107734000000000218e+00
3.254039604471090086e-01,4.064479142520563748e+00,3.192616000000000120e+00,4.223791000000000295e+00
1.281068801162244808e-01,5.701513155980378222e+00,4.476898000000000266e+00,5.807459999999999845e+00
8.905867052727503008e-01,3.236264299421844015e+00,3.971112000000000197e+00,3.540862999999999872e+00
2.117656079606319852e-01,5.531013283449778939e+00,4.452869000000000632e+00,5.387635999999999648e+00
1.725450344110498468e-01,6.075326903125478850e+00,5.215828000000000131e+00,6.508633999999999808e+00
3.127295779440493750e-01,6.038844804202854633e+00,4.312959999999999461e+00,6.140108000000000565e+00
1.105085589889280712e-01,7.618870766474447720e+00,6.873800999999999384e+00,8.319672999999999874e+00
1.916432823230760085e-01,6.543912276556189234e+00,5.375663999999999554e+00,6.071644000000000041e+00
4.240204803483543228e-01,5.155521500279224512e+00,3.344884999999999664e+00,3.635837999999999681e+00
3.337825843239399792e-01,5.091542921775965347e+00,4.104471000000000203e+00,4.486468000000000345e+00
3.414976999886575326e-01,1.244902822491552463e+01,6.663796999999999748e+00,1.036095300000000030e+01
1.239766031197412077e-01,7.717479085245470216e+00,5.455206999999999695e+00,6.814447999999999617e+00
3.637557220580277945e-02,6.816168187904612097e+00,3.868329000000000129e+00,7.620360000000000689e+00
3.549279267025858831e-01,2.292622092404645873e+00,1.758177999999999797e+00,3.979905000000000470e+00
5.985711028964245395e-02,8.043617342377796575e+00,6.026838999999999835e+00,8.213203000000000031e+00
2.985352230035517307e-01,4.133800386689924444e+00,4.423967000000000205e+00,3.970894000000000368e+00
4.464742181182459330e-02,5.230868383765245433e+00,3.844103000000000048e+00,5.067042999999999964e+00
1.446347414875624737e-01,6.579878379029969970e+00,4.804469999999999352e+00,6.635669999999999291e+00
1.930573424935720650e-01,4.438297584840571908e+00,5.396790000000000198e+00,4.614162000000000319e+00
3.054387718544822050e-01,1.541619267623720368e+00,2.591283999999999921e+00,2.328736999999999835e+00
2.135169537239583193e-01,6.303736622898729713e+00,5.930900000000000283e+00,5.883475999999999928e+00
8.479362032144958927e-02,6.815262212306553380e+00,6.858107000000000397e+00,7.672016000000000169e+00
1.002914434053021331e-01,9.816097253909923381e+00,6.570988999999999969e+00,7.974464000000000219e+00
2.385876725059583592e-01,5.304345974160747268e+00,5.008149999999999658e+00,5.624398999999999482e+00
4.608681429201357815e-01,3.828161114594969217e+00,5.966892999999999780e+00,6.439446000000000225e+00
1.349547449114452402e-01,6.499080979275827730e+00,3.987681999999999949e+00,5.763495999999999952e+00
8.605232283248771818e-02,9.731775674323438707e+00,6.434165000000000134e+00,7.930639999999999468e+00
1.148003097152357765e-01,1.557013158420989640e+01,5.823292999999999608e+00,1.082327199999999934e+01
1.305878902624438842e-01,8.883039790507565314e+00,6.548597000000000001e+00,7.915964999999999030e+00
1.312176748833724094e-01,6.957624080609376094e+00,3.559487999999999541e+00,6.354725000000000179e+00
6.612910463862180233e-02,5.393016530194405078e+00,3.219364000000000114e+00,5.601970999999999812e+00
3.323238202581739187e-01,3.010185327422752799e+00,5.278988000000000014e+00,3.293401999999999497e+00
8.761714371771221754e-02,1.104623449802716806e+01,7.466541000000000317e+00,9.691736999999999824e+00
8.622726121204608851e-02,4.326106225768795888e+00,4.924414999999999765e+00,3.724075000000000024e+00
4.356362110321930214e-01,2.534126835494296515e+00,2.774753000000000025e+00,3.483141999999999960e+00
5.472361467456814815e-02,2.113238269193990249e+01,8.852366999999999209e+00,1.150521999999999956e+01
3.425340696887954617e-01,2.946591091703856247e+00,4.091261000000000259e+00,4.307311000000000334e+00
1.174631208519876513e-01,3.834347502127348317e+00,6.052588000000000079e+00,5.514458999999999556e+00
7.338836747755740353e-01,2.592404878931266143e+00,3.520237000000000283e+00,3.755273000000000305e+00
8.133012936688820138e-02,1.187814643718053809e+01,5.670512999999999693e+00,9.738920000000000243e+00
6.194604595266534064e-01,5.964020925825064268e+00,5.730735000000000134e+00,6.032308999999999699e+00
6.786402001836007447e-02,5.057145431175279704e+00,7.665239999999999831e+00,6.725557000000001118e+00
1.585922101815294694e-01,5.313149437786784723e+00,3.131991999999999887e+00,3.467829000000000050e+00
1.870928151494325453e-01,4.196870163875110471e+00,4.428399999999999892e+00,3.990151000000000003e+00
3.913480617540129880e-02,7.409138899460516292e+00,5.148723999999999634e+00,6.603401999999999994e+00
3.203794133545261880e-01,2.928928134859007493e+00,3.628226000000000173e+00,2.983861999999999792e+00
4.620992021245980408e-01,5.094990152234975866e+00,7.719708999999999932e+00,7.692553999999999448e+00
2.610497563831642442e-01,2.745417603682589913e+00,4.155851000000000184e+00,2.869359999999999911e+00
1.002609642009559682e-01,3.498788056782618394e+00,4.325725000000000264e+00,3.453844000000000136e+00
1.095381384356072241e-01,4.737020149055664042e+00,4.302755999999999581e+00,4.588419999999999277e+00
7.963636360417919446e-02,5.381644085111561004e+00,5.206736000000000253e+00,5.076200000000000045e+00
1.644934179523195872e-01,5.607392463433965801e+00,3.838490000000000180e+00,5.900561999999999863e+00
5.083813929776658247e-01,6.559709891209203114e+00,5.520208999999999477e+00,7.149532000000000664e+00
5.998751385901521793e-01,7.253176057595886128e+00,6.562967999999999691e+00,7.670983999999999803e+00
3.737369288170362958e-01,1.100007520538894745e+01,5.315844000000000236e+00,7.793391000000000624e+00
1.937404135477878431e-01,7.546881865413577195e+00,4.398576999999999515e+00,6.265983000000000303e+00
1.501866165756539639e-01,3.548027635391129753e+00,3.510115000000000318e+00,3.540012000000000381e+00
2.678133878209769669e-01,3.673412879260881336e+00,4.521658000000000399e+00,4.050726000000000049e+00
1.083582080893042282e-01,7.557949971980232995e+00,5.899890000000000079e+00,7.755882999999999861e+00
5.781805816614856569e-02,8.071431060736038887e+00,6.217476999999999698e+00,6.931447000000000358e+00
4.709104165353493465e-02,1.229340881620168169e+01,6.987238000000000504e+00,1.088671599999999984e+01
3.044589473753926412e-01,4.458516147346722747e+00,4.190058000000000504e+00,5.181697999999999915e+00
3.205638095290804235e-01,4.286997394400083650e+00,3.821429000000000187e+00,3.694308000000000369e+00
1.241420921029341290e-01,6.483736728025287555e+00,6.057091999999999921e+00,5.818618999999999986e+00
3.410729930816108063e-02,8.149833901982496798e+00,5.951125000000000220e+00,7.441316000000000486e+00
3.741560248784489562e-01,6.359116454463030976e+00,5.744731999999999950e+00,6.946546000000000554e+00
1.332782071878806929e-01,7.511431797297606572e+00,5.060356999999999772e+00,6.346307000000000365e+00
2.126495311556676204e-01,4.434802281109138100e+00,5.476398000000000543e+00,4.202358000000000260e+00
2.132244261485033432e-01,6.342152682757409288e+00,4.822403999999999691e+00,6.488531000000000049e+00
6.896365756280653514e-02,7.164522549018713882e+00,6.899916999999999412e+00,7.662639999999999674e+00
1.349580085862058521e-01,5.226706573513690834e+00,4.171626999999999974e+00,5.273594000000000115e+00
1.435019655542642547e-01,1.232169175806272854e+01,6.046082000000000178e+00,8.743774999999999409e+00
1.139921758727119178e-01,6.790878707517312485e+00,3.549797000000000313e+00,6.611208000000000418e+00
3.346485249426300879e-02,1.140432232328318740e+01,6.192237999999999687e+00,9.827652999999999750e+00
3.363177091794435358e-01,4.721605957775202533e+00,7.475577999999999612e+00,6.855675999999999881e+00
1.212368087755066881e-01,5.850715450072789814e+00,5.754466000000000747e+00,6.731044999999999945e+00
1.555324560691430102e-01,7.167096470360202254e+00,4.822881999999999891e+00,6.710289999999999644e+00
9.396501475784729829e-02,1.068864560098357863e+01,5.554701999999999806e+00,8.016375000000000028e+00
6.483472628056459464e-02,8.371527939593816470e+00,7.119594999999999452e+00,7.740371000000000556e+00
2.490836051077793545e-01,3.017156386938338652e+00,2.866627000000000258e+00,5.291830000000000034e+00
6.200963994195168860e-02,7.612535700432278674e+00,8.343110000000001136e+00,8.997647999999999868e+00
1.088846921859092098e-01,5.983308467933756702e+00,4.554269999999999818e+00,7.126891000000000531e+00
2.520989347162626015e-01,2.926149341142020521e+00,2.777029999999999887e+00,2.737500999999999962e+00
4.886101042013110685e-01,1.631518206635450552e+00,2.059709000000000234e+00,2.328736999999999835e+00
1.531577133848392169e-01,7.608530073818952744e+00,6.139078999999999731e+00,7.364486000000000310e+00
5.248618220413826113e-02,5.850484976936165538e+00,5.019274000000000235e+00,5.669586999999999932e+00
1.936569484181191736e-01,5.657310303823652298e+00,3.390477999999999881e+00,5.061243000000000158e+00
9.690440341491540766e-02,1.293526140491660392e+01,6.545884000000000036e+00,1.038798399999999944e+01
1.339220715186010269e-01,7.118298975607674883e+00,4.529422000000000281e+00,6.043341000000000740e+00
2.766004601603617719e-01,6.514091456819465442e+00,3.614176000000000055e+00,6.201576000000000199e+00
1.759916252652728164e-01,6.032284743714146913e+00,5.807529999999999859e+00,6.198419999999999597e+00
1.196889628453356863e-01,7.573197017672342213e+00,4.726741999999999777e+00,6.788692000000000171e+00
9.302549193954383344e-02,6.989406280671748739e+00,4.112001999999999491e+00,5.696365300000000076e+01
6.267918503883566916e-02,8.878574717692913509e+00,7.384286999999999601e+00,1.014971000000000068e+01
8.194574978168035762e-02,5.303914238451884700e+00,5.366004000000000218e+00,6.085008999999999446e+00
5.544817987568839701e-02,7.687964975903260445e+00,4.621538000000000146e+00,5.875544000000000544e+00
1.439172202059787187e-01,3.429136121856191544e+00,6.755996000000000556e+00,6.036961999999999939e+00
2.966486325550610204e-02,7.363956302076705818e+00,3.963266000000000400e+00,7.628247999999999251e+00
5.841418017767756321e-02,9.979740193753375621e+00,6.195222000000000229e+00,8.029941000000000884e+00
4.767830557715811018e-02,7.692682554405298134e+00,5.906956000000000095e+00,7.669464999999999755e+00
6.500036703711893349e-01,8.495388267759842904e+00,6.001873000000000680e+00,7.643330000000000624e+00
1.545087958507259940e-01,5.310422237087387032e+00,4.052043000000000283e+00,3.751937999999999551e+00
6.107736857895543214e-02,1.453957894282752505e+01,8.687753000000000725e+00,1.315459599999999973e+01
1.476573444158111592e-01,7.384291757293833136e+00,4.898622000000000476e+00,6.132651000000000074e+00
1.260316756026384766e-01,6.873942842379581641e+00,5.844801999999999609e+00,6.561988999999999628e+00
4.662239123129515578e-02,5.114650714721667768e+00,4.364595999999999698e+00,4.284563999999999595e+00
1.999768210616202635e-01,5.393430442116509127e+00,5.341516000000000375e+00,4.602591999999999572e+00
7.512791015080851065e-02,1.161265669624753194e+01,6.381815000000000460e+00,8.108735000000001136e+00
4.215115178729695461e-02,8.883288494867102258e+00,7.934839999999999449e+00,1.286984299999999948e+01
1.425024820333062048e-01,1.456146834272381518e+01,6.645927000000000362e+00,9.642014999999998892e+00
9.145935177105840586e-02,7.681671531725303481e+00,6.110788999999999582e+00,6.913175999999999100e+00
5.592327356497182184e-02,8.427811977014991740e+00,5.888884000000000007e+00,7.623052000000000383e+00
5.550155470165359095e-02,6.947794592880748077e+00,4.995130999999999766e+00,6.323803999999999981e+00
2.926806315851379625e-01,4.597624397226965698e+00,2.985568000000000222e+00,2.328736999999999835e+00
8.828602204917414265e-02,6.634020861780931533e+00,5.075077999999999534e+00,6.155496000000000301e+00
3.771519250292317271e-01,8.191269416401134151e+00,6.173127000000000031e+00,8.099273000000000167e+00
