# center_difference,dens_conc,mass_conc,vlct_conc
4.895576160825310108e-02,9.644964558243918518e+00,6.208223000000000269e+00,8.551750999999999436e+00
1.717029433662472515e-01,3.601291138862184216e+00,2.661115999999999815e+00,3.806332999999999966e+00
6.417395631283044632e-02,3.848609816117670945e+00,3.524620999999999782e+00,4.570005000000000095e+00
1.789973087206674918e-01,4.908459405849622925e+00,4.624227999999999561e+00,5.104436999999999891e+00
1.763854856512939162e-01,5.794128970882515439e+00,4.398976000000000219e+00,5.795619999999999550e+00
1.362888736836371240e-01,5.633219404634203009e+00,4.651557000000000386e+00,5.909851000000000631e+00
6.951129411636058908e-02,7.779424168509358140e+00,6.486381999999999870e+00,7.924297000000000146e+00
3.778076574866015003e-01,3.407601436724053023e+00,3.213445000000000107e+00,4.044502999999999737e+00
3.056175790740986997e-01,8.117311485494971279e+00,5.499283999999999395e+00,6.877983999999999654e+00
3.817756185513817013e-01,2.664927299331991684e+00,2.476207000000000047e+00,3.140743000000000062e+00
1.026750098299411967e-01,5.131616971795061488e+00,4.137677000000000049e+00,4.690212999999999965e+00
6.502235695061081566e-02,6.878397742143037341e+00,4.935872999999999955e+00,6.147953000000000223e+00
6.338542985362327631e-02,6.882490357078324905e+00,5.959354000000000262e+00,6.969557000000000890e+00
3.020827124468336011e-01,6.635966815692946774e+00,5.587127999999999872e+00,6.233119000000000298e+00
1.029337687955238362e-01,7.309757813808578142e+00,6.995082000000000910e+00,7.366144000000000247e+00
9.166302530624552691e-01,4.165838410113119394e+00,3.781644999999999701e+00,4.574689000000000227e+00
2.734465862124539903e-01,4.315300955248797088e+00,3.708950000000000191e+00,3.863065000000000193e+00
3.185396655717108727e-01,2.336249023940674796e+00,2.449675000000000047e+00,2.406209000000000042e+00
1.584782728793523998e-01,7.992200462686691154e+00,6.785191999999999446e+00,7.329905999999999366e+00
2.389014130122180113e-01,5.249928477743345034e+00,5.248606999999999800e+00,4.752923000000000009e+00
1.195362729061253126e-01,6.301438008133870561e+00,4.529542000000000179e+00,5.895928999999999753e+00
1.694729756626635608e-01,3.836172000997952303e+00,4.053669999999999440e+00,3.158246000000000109e+00
2.008472028323375624e-01,7.612737315467014376e+00,5.973921999999999954e+00,7.213547999999999405e+00
7.286781941221603942e-02,6.232376003517348551e+00,4.322262000000000270e+00,6.139819000000000138e+00
1.708153067310474449e-01,6.918864013455732653e+00,6.451329000000000313e+00,6.596175999999999817e+00
5.874785806221596157e-02,8.254112838785895079e+00,6.783846999999999738e+00,7.802947999999999773e+00
2.127020905431195874e-01,4.392400750596368475e+00,4.118060999999999972e+00,2.652843999999999980e+00
2.027942251437823695e-01,5.676379645836096444e+00,4.460335999999999856e+00,5.579280000000000683e+00
2.040075448418560145e-01,4.841990929305640456e+00,4.252520999999999773e+00,4.866598000000000646e+00
1.820105966337821901e-01,2.954008922386682112e+00,3.187548000000000048e+00,4.366255000000000663e+00
5.595821662282515208e-01,4.227622901558330426e+00,4.434980999999999618e+00,4.390912999999999400e+00
5.604430070584470736e-02,9.314163323861167854e+00,7.248882000000000936e+00,9.088925999999998950e+00
3.323749734502203235e-01,4.791743349494193893e+00,3.398331999999999908e+00,4.273641999999999719e+00
1.001437647276763043e-01,5.953889120642245736e+00,5.139005000000000045e+00,6.569885000000000197e+00
5.817250375986721816e-02,7.534171083937203584e+00,5.597913000000000139e+00,7.886647999999999215e+00
1.828253135313055111e+00,7.021739612113780282e+00,4.797696000000000183e+00,5.846923999999999566e+00
1.072044967195133341e-01,6.060450496790734221e+00,4.099009999999999820e+00,6.358173000000000741e+00
4.508389290356851764e-01,2.418131476544277625e+00,3.364812999999999832e+00,2.328736999999999835e+00
7.142460877325537139e-01,4.070804345015258896e+00,4.664176000000000322e+00,5.152893999999999863e+00
5.641345240469946010e-01,6.083646178313319552e+00,4.787169000000000452e+00,5.440620000000000012e+00
1.803933926019955780e-01,3.836460459268312029e+00,3.955700000000000216e+00,3.268909999999999982e+00
3.262938634885374778e-02,8.544883782930302374e+00,5.578066000000000635e+00,7.504761999999999489e+00
1.494269980110435325e-01,4.832193804350778166e+00,4.576342999999999606e+00,5.028076999999999686e+00
1.244722519391886217e-01,2.745487378225036412e+00,3.280825000000000102e+00,2.902981000000000034e+00
4.315197050054312561e-02,7.836717806654419860e+00,6.308164999999999800e+00,7.023865999999999943e+00
5.930613606959208584e-01,6.845378525741846687e+00,5.578627000000000002e+00,6.256035999999999930e+00
1.896699403013787089e-01,7.433457857298818361e+00,5.600265000000000271e+00,6.253455999999999904e+00
1.113619639778322540e-01,6.710946440270855184e+00,4.950408999999999615e+00,6.570369999999999600e+00
1.770904302448374212e-01,5.244108527295992417e+00,5.987902000000000058e+00,5.336975999999999942e+00
1.104782979240147289e-01,5.408357499965674720e+00,6.143095999999999890e+00,5.401726999999999279e+00
2.103217375648338827e-01,1.031439862294545762e+01,6.484783000000000186e+00,9.013384000000000285e+00
1.089515872072166353e-01,8.200345322462229802e+00,5.538054999999999950e+00,7.695472000000000534e+00
2.208571435884098544e-01,4.283357252461849285e+00,3.273177000000000003e+00,6.043142999999999709e+00
9.995295051705589684e-02,8.194421613737411292e+00,5.522648000000000224e+00,7.257369999999999877e+00
8.168749955966196630e-02,7.052702284262076127e+00,4.683202999999999783e+00,6.694324000000000829e+00
3.591595917818368178e-01,7.322329343640867627e+00,5.533913000000000082e+00,7.099308000000000618e+00
7.454227713332580718e-01,6.188863372975654364e+00,4.963101999999999236e+00,5.341357000000000355e+00
2.203040556942528483e-01,7.282460818211416331e+00,4.569833000000000034e+00,7.003025999999999307e+00
1.203724141288809446e-01,5.274124506188949901e+00,5.149193000000000353e+00,4.665648000000000017e+00
3.667115164440479941e-02,6.887320608497418561e+00,4.964445999999999692e+00,6.407858000000000054e+00
1.623073938219302959e-01,5.386327349979564083e+00,5.684415000000000440e+00,4.760388999999999982e+00
3.584565109609875733e-01,2.575447381986891937e+00,2.755586999999999787e+00,2.572097000000000300e+00
3.542966949207794758e-01,4.284845946615999601e+00,4.433869000000000504e+00,3.367587000000000330e+00
5.831652894739833837e-01,4.108367193368468229e+00,3.884844999999999882e+00,3.861956999999999862e+00
9.617481495917913625e-02,7.399247378295431332e+00,5.336272000000000126e+00,7.060386000000000273e+00
2.021898151495807594e-01,5.563462438445991864e+00,4.451575000000000060e+00,5.444205000000000183e+00
2.048689077454951823e-01,7.109512069430628856e+00,6.205722999999999878e+00,6.041106000000000087e+00
1.047556443146869520e-01,6.465317823923258267e+00,4.408151000000000153e+00,4.979786999999999964e+00
1.608082540619844292e-01,4.265921189375132982e+00,3.245960999999999874e+00,3.641101999999999617e+00
4.569484115605538244e-01,4.024770911533893880e+00,3.325361000000000011e+00,3.618855999999999629e+00
2.587275265264553648e-01,7.178023463234731061e+00,5.741012999999999700e+00,6.919982000000000966e+00
2.169166524190454248e-01,9.635976647352036295e+00,6.596197999999999340e+00,8.454652000000001166e+00
3.905224111479318472e-01,7.606329844948096053e+00,5.738601999999999315e+00,5.746537000000000006e+00
1.237115503753013490e+00,4.814594074768470122e+00,4.896291000000000615e+00,5.342221000000000330e+00
8.919215603438468420e-02,8.618790199677357933e+00,6.527855000000000629e+00,8.752829999999999444e+00
4.501906966426199030e-01,7.921191321884805125e-01,1.368184999999999985e+00,2.409572999999999965e+00
4.139742715499402509e-02,1.231408543427954427e+01,8.398201000000000249e+00,1.025412000000000035e+01
3.245765593606988464e-01,2.205807465797716915e+00,3.691126000000000129e+00,2.328736999999999835e+00
4.602462632020008076e-02,6.042312188308208931e+00,4.553895999999999944e+00,6.037312000000000012e+00
1.604545862498883702e-01,8.926326629425007653e+00,6.543937000000000559e+00,8.651680999999999955e+00
8.594600685140454943e-02,6.547308554377784695e+00,4.498031000000000112e+00,6.109580999999999484e+00
8.001026328531592180e-02,6.029794843528083703e+00,4.670568000000000275e+00,5.438489999999999824e+00
7.214445032881497410e-02,8.900448192901654565e+00,7.308766999999999570e+00,9.289050999999998837e+00
9.852652134652796490e-02,6.762127219656865584e+00,5.737836999999999854e+00,6.373600999999999850e+00
1.135143534194179155e-01,5.931550640068412150e+00,4.322867999999999711e+00,5.687448999999999977e+00
7.487143662433297375e-02,5.246182137539054935e+00,4.213284999999999947e+00,4.851462999999999859e+00
1.310242810744481345e-01,1.993763939693054876e+00,2.414568999999999743e+00,2.520830000000000126e+00
3.255069272384693568e-01,7.040222454188145740e+00,5.280119000000000007e+00,5.800087999999999688e+00
9.176363359043332446e-02,8.500017602552725648e+00,7.451686000000000476e+00,8.421733999999998943e+00
1.490105768259410990e-01,5.124563010420613907e+00,4.927840999999999916e+00,5.398080999999999463e+00
1.387361295646065251e+00,6.186838097463976283e+00,6.816257000000001121e+00,6.722150000000000070e+00
1.246568661543751844e-01,7.090808124728794404e+00,5.263524999999999565e+00,5.677757999999999861e+00
6.292455189751001987e-02,1.012251423649648885e+01,9.832391000000001213e+00,9.590624000000000038e+00
7.598280562506182223e-02,1.147042901516332059e+01,6.923424000000000689e+00,9.365380000000000038e+00
1.666710328654375239e-01,6.126512747003259207e+00,5.470632000000000161e+00,6.518933000000000533e+00
5.010768327928906141e-01,7.169386376502969505e+00,5.681634999999999991e+00,7.196936000000000000e+00
4.519691569781825735e-01,8.634360324289234612e+00,6.392233999999999305e+00,8.512903999999998916e+00
7.252478814302941723e-01,4.942723152690817301e+00,3.061974000000000196e+00,4.295408999999999367e+00
8.736659698377009509e-01,5.724930779276149906e+00,4.058206000000000202e+00,4.501051000000000357e+00
3.592261422120904824e-01,1.796210172752980672e+00,1.923324999999999951e+00,2.349625000000000075e+00
2.231211966706273253e-01,6.062755707734774013e+00,4.706439999999999735e+00,6.382223000000000646e+00
1.921212177121621734e-01,4.509916437290765856e+00,5.207442999999999600e+00,6.615054999999999907e+00
6.884691954705217387e-02,7.468251506932735317e+00,5.493316000000000088e+00,6.509244999999999948e+00
5.556698863405245409e-02,6.245695254741714386e+00,6.223924000000000234e+00,6.186598000000000042e+00
8.140232430066433877e-02,7.507734692019249145e+00,5.079133000000000564e+00,6.830464999999999343e+00
1.122481813408209739e+00,4.773089625601883768e+00,4.635276999999999425e+00,4.600438999999999723e+00
6.213800611355540376e-02,7.337023395135794601e+00,6.574716000000000449e+00,6.746241000000000376e+00
9.328749608944457428e-02,6.463991238998047173e+00,5.085579000000000072e+00,6.104311000000000043e+00
3.434363470049232592e-01,5.854283578495604878e+00,4.526566000000000756e+00,5.645891999999999911e+00
1.101355081968452415e-01,8.559785657662846603e+00,5.835641000000000744e+00,7.713408000000000264e+00
2.889109178175960913e-01,3.409234552268880059e+00,3.858921000000000046e+00,3.574230000000000462e+00
7.455827405532874930e-02,7.025201179485616620e+00,6.208819999999999339e+00,6.380408000000000079e+00
2.513265495221434290e-02,8.405600483643532073e+00,6.642994999999999983e+00,6.947785000000000544e+00
5.545571665603353517e-02,6.292542248438741659e+00,4.768491000000000035e+00,6.673675999999999497e+00
1.307091348333759284e-01,5.179476348852085188e+00,5.616105000000000125e+00,4.610501000000000182e+00
2.070425645556115690e-01,5.870529455421174880e+00,5.964944000000000024e+00,6.454985999999999891e+00
6.767518728344867895e-02,6.794806714374923118e+00,5.927208000000000254e+00,6.215212999999999433e+00
1.211407528157652097e-01,3.256406241636333299e+00,4.835935000000000095e+00,2.328736999999999835e+00
2.721426049018383364e-01,5.923330118645930398e+00,5.689732000000000234e+00,5.159936000000000078e+00
1.073775192829769631e+00,3.598462811950440710e+00,3.445112999999999648e+00,3.400117999999999974e+00
1.113766895281849273e-01,6.279805784955091674e+00,4.602305000000000312e+00,5.212329000000000434e+00
9.487369805345106932e-02,4.445935400284567685e+00,4.179058999999999635e+00,4.688162999999999414e+00
2.506508448170158276e-01,6.273676340082583458e+00,4.005043999999999826e+00,6.749992999999999022e+00
7.584957758322571908e-02,6.182997573365903499e+00,5.271062999999999832e+00,6.008601000000000525e+00
3.723266378026481721e-02,6.145062141298237357e+00,4.644473999999999769e+00,5.941571999999999854e+00
1.283239141867009714e-01,5.667590716118956706e+00,3.775073000000000345e+00,5.782230999999999455e+00
4.608784389317974878e-02,5.849299303914055059e+00,5.701094000000000328e+00,5.769727999999999746e+00
1.515213272804210309e-01,3.934753952059096616e+00,3.132058999999999926e+00,3.839880000000000404e+00
1.759556734536316946e-01,4.099822503181139943e+00,4.656330000000000524e+00,4.767579000000000455e+00
2.384248535429878413e-01,3.782039655073052842e+00,4.632236999999999938e+00,3.419705999999999690e+00
7.580008729617416785e-01,3.385798734751074068e+00,3.614427999999999752e+00,2.618943000000000243e+00
7.950639752024331319e-02,3.837438615987625479e+00,4.584191999999999823e+00,3.740715000000000234e+00
2.417684270084783926e-01,4.205094757799300531e+00,4.075045999999999502e+00,2.847202000000000233e+00
2.240210021701760368e-01,7.982817115156684018e+00,4.957114999999999938e+00,6.694292999999999161e+00
8.514314323982501154e-02,8.764217411894122733e+00,5.336148999999999809e+00,7.588283000000000555e+00
2.074380783562375097e-01,3.440211931901259845e+00,3.430412999999999712e+00,3.104004999999999903e+00
3.861771135221327145e-02,6.433557453066396370e+00,5.599031000000000091e+00,5.858217999999999925e+00
3.328475670050187740e-01,5.592038214419162045e+00,4.415981999999999630e+00,5.269523999999999653e+00
2.636395316782928488e-01,6.182647698176122475e+00,6.599558000000000035e+00,6.326931000000000083e+00
5.486018574579796248e-01,9.274843538130822518e-01,1.970075000000000021e+00,2.569620000000000015e+00
5.276660770514438603e-01,2.992324835165188102e+00,4.739179000000000030e+00,3.385479000000000127e+00
1.254154378026894223e+00,7.306882163858399615e+00,5.496850000000000236e+00,6.410442999999999891e+00
2.443907883658323343e-01,4.893233888546678401e+00,3.159810999999999925e+00,4.675943000000000183e+00
1.010192454322031308e+00,3.316873843434205771e+00,4.423068999999999917e+00,4.334627999999999481e+00
5.246115409730675028e-01,6.740824541481287291e+00,4.904701000000000199e+00,5.671698000000000128e+00
7.281208805364859649e-02,5.843586496405572817e+00,5.377108999999999916e+00,5.541411000000000087e+00
1.392672059872165913e-01,4.365443493288183596e+00,3.651638999999999857e+00,4.050832999999999906e+00
3.251860615556224909e-02,6.406018000135639490e+00,4.038450000000000095e+00,5.974831000000000003e+00
1.580416623888294125e-01,5.539854697446303433e+00,4.927687999999999846e+00,5.076178999999999775e+00
1.333273118315519423e-01,6.004191918620558788e+00,4.355177999999999550e+00,6.366062999999999583e+00
8.271245265911320033e-02,8.691153477787509019e+00,4.972705999999999626e+00,7.542658999999999558e+00
7.138702435491831588e-01,1.624870000930116909e+00,4.014858000000000260e+00,2.617024000000000239e+00
2.894539678011195383e-01,3.248944282624729230e+00,2.608413999999999788e+00,4.952187999999999590e+00
1.210425659284684874e-01,6.942112574047885509e+00,4.379598000000000546e+00,5.778730000000000366e+00
2.084551493042593739e-01,6.710732488842332089e+00,4.655922000000000338e+00,6.346443999999999974e+00
6.257531287489299932e-02,7.617078232074018906e+00,4.942073999999999856e+00,6.970136000000000109e+00
1.039752257489301002e+00,8.172996251714611304e+00,8.190103000000000577e+00,8.521088000000000662e+00
4.083480681532909023e-02,5.390094181138207041e+00,5.344387999999999472e+00,5.765290000000000248e+00
8.968610239690291697e-02,6.728917259001557127e+00,5.599841000000000513e+00,6.712347000000000286e+00
1.826189904723698465e-01,7.734339730117065770e+00,6.622327999999999548e+00,7.181480000000000530e+00
1.634771968030847844e-01,3.581961745722563428e+00,3.756172000000000288e+00,4.065902999999999601e+00
6.446376560991810833e-02,5.310746075603737459e+00,4.394899999999999807e+00,5.417684999999999640e+00
2.573090394436268191e-01,5.593459384706489956e+00,4.585855000000000459e+00,5.343401000000000067e+00
6.404153129851944404e-02,7.410206671688145619e+00,5.245924999999999727e+00,6.325137999999999927e+00
6.101179937964635869e-01,4.281896500909496694e+00,4.117475999999999914e+00,3.888670999999999989e+00
4.787146133938633419e-01,2.613622895754228015e+00,4.700128000000000306e+00,2.375573000000000157e+00
1.423874775079686517e-01,4.545924069429957193e+00,3.862405000000000310e+00,4.804827999999999655e+00
2.097021015670156863e-01,6.554990957794643691e+00,5.198787999999999521e+00,6.413891999999999705e+00
5.799831254971558880e-02,9.358758454563718132e+00,7.166082000000000285e+00,8.443582000000001031e+00
8.533927474036245853e-02,6.265931017336562547e+00,5.149087000000000636e+00,6.228207000000000271e+00
1.548486044938657269e-01,6.583248395725808777e+00,6.564000999999999308e+00,7.079646000000000328e+00
3.334323216923762434e-01,2.984805346042437968e+00,2.748300999999999661e+00,2.332524999999999959e+00
1.475686396375833764e-01,5.644734910347985135e+00,4.581241000000000341e+00,5.349975999999999843e+00
6.569841390893793598e-02,7.062233009553078311e+00,5.482429999999999914e+00,7.585828000000000237e+00
1.295228664986759204e-01,5.603106122801313482e+00,5.308580999999999328e+00,5.829088999999999743e+00
3.257708924654381666e-01,5.647927866094919480e+00,6.109309999999999796e+00,6.418365000000000542e+00
6.586770400597716235e-02,7.657837761089586692e+00,5.933940999999999910e+00,7.083578000000000152e+00
4.170937460807301600e-02,7.134899615862511091e+00,5.914260999999999768e+00,7.448363000000000511e+00
1.320054162942959908e-01,6.942644496077286398e+00,6.523765000000000036e+00,7.005735000000000490e+00
1.360719782316725801e-01,5.020658929930416292e+00,5.272971000000000075e+00,5.549691999999999403e+00
1.187229610614988773e-01,4.930263357206490227e+00,3.787405000000000133e+00,5.088230000000000253e+00
3.264048612572527652e-01,4.020591139964624361e+00,3.366392999999999969e+00,3.933695999999999859e+00
7.898200207135978868e-02,6.305144688984919199e+00,6.043135999999999619e+00,5.995448000000000555e+00
3.037201134979038430e-01,5.149271173569732518e+00,4.473256000000000121e+00,4.371317999999999593e+00
3.889365878451872538e-01,5.513894823533461498e+00,4.073604000000000447e+00,7.107313999999999687e+00
2.979735808798704144e-01,6.894879918052732926e+00,5.681205999999999534e+00,6.204191000000000678e+00
5.440455760585252154e-01,3.098392339288968067e+00,3.998530999999999835e+00,2.847428999999999988e+00
1.231514097843782324e-01,4.037348647462077444e+00,4.756141999999999648e+00,3.801048999999999900e+00
5.306628669742313037e-02,9.406925624562420651e+00,6.683811999999999642e+00,9.446490999999999971e+00
1.283602769171591773e-01,2.963443365528569462e+00,2.371865000000000112e+00,3.782155999999999629e+00
3.561956060718383110e-01,3.794306697647905846e+00,3.265538000000000274e+00,4.746069000000000315e+00
6.476379715673978577e-02,7.757864258191151663e+00,5.890240000000000364e+00,7.479661999999999367e+00
1.649227116653075031e-01,8.257445396675437976e+00,5.493539000000000172e+00,7.128305000000000113e+00
4.373840492424061616e-02,4.461643202590630963e+00,7.256467999999999030e+00,5.171819999999999418e+00
3.634124143311214666e-02,4.925048564817629426e+00,5.128813000000000066e+00,5.161507000000000289e+00
1.372329556972549658e-01,6.779711789933124955e+00,4.649877000000000038e+00,5.686585000000000001e+00
5.830719464943711072e-01,5.233611373893838348e+00,4.707012000000000640e+00,3.972691999999999890e+00
7.441297625389368953e-02,9.083043826248088592e+00,6.824264999999999581e+00,8.729283999999999821e+00
1.110197455090478347e-01,6.644965394930547831e+00,6.080667000000000044e+00,6.830028999999999684e+00
7.652334852136161158e-01,8.556615241716709619e+00,6.607111999999999874e+00,7.852778999999999066e+00
2.329141272496366155e-01,4.107636160884000631e+00,6.001025000000000276e+00,5.036753000000000036e+00
1.082580959256365244e-01,4.684955215241074278e+00,3.757906999999999886e+00,4.267241000000000284e+00
2.163276388924136040e-01,4.610010709760470782e+00,3.249886999999999748e+00,5.448110999999999926e+00
1.935745447702602873e-01,5.643431697024259286e+00,5.296280999999999572e+00,5.321320000000000050e+00
6.942843072537559224e-02,8.740397491359034987e+00,6.203463000000000171e+00,8.293858000000000175e+00
5.649035350200430627e-02,7.617553256814286300e+00,7.744150000000000311e+00,7.333577000000000012e+00
4.404660570834814659e-02,9.084223853653245584e+00,5.925009999999999444e+00,8.624983000000000288e+00
1.952019978020756996e-01,3.296289332559064533e+00,2.195208000000000048e+00,3.826880999999999755e+00
4.906564573794021389e-02,7.779977848431474996e+00,5.886010999999999882e+00,6.940069000000000266e+00
1.389269546508235254e-01,8.398073371491888039e+00,5.592325999999999908e+00,7.581228999999999552e+00
2.331742604673370800e-01,3.677130100512775002e+00,3.791983000000000104e+00,3.462012000000000089e+00
6.715028002193245138e-01,6.177144060898647204e+00,3.975048999999999833e+00,5.303628999999999927e+00
4.782431375668476370e-02,4.529728682982900878e+00,4.696571999999999747e+00,4.634890000000000398e+00
1.626280926518869907e-01,6.926681035972562128e+00,6.161452999999999847e+00,7.217500999999999500e+00
8.803676853418354598e-02,7.121676536173909611e+00,5.929126000000000118e+00,7.200491999999999670e+00
8.382015965004742386e-02,6.422829768781226356e+00,4.636203000000000074e+00,6.364859000000000044e+00
1.464077314870262658e-01,7.274405743173545602e+00,7.126971000000001055e+00,7.871888000000000218e+00
2.394643130075716775e-01,4.940512026022625847e+00,2.805285000000000029e+00,4.824619000000000213e+00
1.117550638010253311e-01,5.701451627109817899e+00,4.599019000000000190e+00,4.932057000000000357e+00
1.225461681178251633e-01,8.656039206826918075e+00,5.993041999999999980e+00,7.704189999999999650e+00
1.027426686690535440e-01,5.532777128021231228e+00,4.403582000000000107e+00,4.751000000000000334e+00
2.972066400380614648e-01,7.776084878797090205e+00,6.153637999999999941e+00,6.804914000000000129e+00
3.952800047025033930e-02,7.225746250605025622e+00,6.216936000000000462e+00,6.499988000000000099e+00
1.428821119435459697e-01,6.585868292054879447e+00,5.010318999999999967e+00,6.106162999999999563e+00
3.406219330892814590e-01,5.042942002423629333e+00,4.287781999999999982e+00,5.179778999999999911e+00
2.527917118139753061e-01,3.366769485372774984e+00,4.513575000000000337e+00,3.409653000000000045e+00
2.283051266770520227e-01,7.051879525682842598e+00,4.661986999999999881e+00,6.659142999999999368e+00
4.219736674478149346e-02,1.084623899320894758e+01,7.171814000000000355e+00,9.796177999999999386e+00
7.448531084435473792e-02,6.736498409319061409e+00,5.741407999999999845e+00,6.793800999999999313e+00
1.891555582263760027e-01,9.946216932294131396e+00,6.020815999999999946e+00,8.794622999999999635e+00
5.514893652976911032e-01,4.936436282443884771e+00,6.142557000000000045e+00,5.967247000000000412e+00
7.339388212289917057e-02,9.480942226981840193e+00,6.667321000000000275e+00,8.622963999999999629e+00
8.570833256123210064e-02,9.380318775539359777e+00,5.515770999999999979e+00,8.671540000000000248e+00
5.181188445580273139e-02,7.445415916379403143e+00,6.177820999999999785e+00,7.650002000000000635e+00
1.267620779035102119e-01,3.964741643554354766e+00,3.968405000000000182e+00,3.685426000000000091e+00
1.225202122822910411e-01,6.028757490257675045e+00,4.997986000000000040e+00,5.183685999999999794e+00
1.504414358031748999e-01,7.314198904235048815e+00,5.240923999999999694e+00,6.343378999999999657e+00
1.805343949307888496e-01,3.485822508753933402e+00,3.120408999999999988e+00,3.717000000000000082e+00
7.085574514435860616e-01,5.431191989897778960e+00,4.807275999999999883e+00,4.740105000000000679e+00
9.892010448424319591e-02,4.934800252100813189e+00,4.582030999999999743e+00,4.845105000000000217e+00
1.879837042644592338e-01,4.969115992135777482e+00,4.297166000000000707e+00,4.359059999999999491e+00
2.080421493779062714e-01,5.669540949302376731e+00,5.277115000000000222e+00,5.316107999999999834e+00
3.788194041801153378e-01,5.483300368340576547e+00,3.436062999999999867e+00,4.749991000000000518e+00
1.769630106036770567e-01,5.596442138141062728e+00,5.007198999999999955e+00,5.811424999999999841e+00
8.978232107962169639e-02,4.621633522486621182e+00,5.258826999999999252e+00,4.720725999999999978e+00
8.139735892897680403e-01,3.674317888515442831e+00,2.987004999999999910e+00,3.371221999999999941e+00
7.677331478027019096e-02,6.725420227208952717e+00,4.903191999999999773e+00,6.003219000000000527e+00
3.166359070033772927e-01,7.305273801948223067e+00,4.989770000000000039e+00,6.029848000000000319e+00
1.204097519208177230e-01,4.341541087413504307e+00,4.467842000000000091e+00,4.640401999999999916e+00
4.667972258925130735e-02,8.878890722493036236e+00,6.079572999999999894e+00,8.304866999999999777e+00
4.025431584966913251e-02,7.868782532914419647e+00,7.527324000000000126e+00,8.087894999999999612e+00
1.160958722181239383e-01,8.766867188324514615e+00,7.008649000000000129e+00,7.413691000000000031e+00
8.960432857527469985e-02,5.595019767648970799e+00,4.024849999999999817e+00,5.437787000000000148e+00
9.316967075397915299e-02,6.363500404537602684e+00,5.053122000000000114e+00,5.499166999999999916e+00
3.676133343778770213e-02,1.049364676246259620e+01,6.760246000000000421e+00,8.960411999999999821e+00
1.113138663493134173e+00,3.550874221070147829e+00,5.905255999999999617e+00,7.598730000000000651e+00
6.369398102541414808e-01,7.418885028244881497e+00,3.901751999999999665e+00,6.081738999999999784e+00
1.271163441970672436e-01,7.958817106842140277e+00,5.358058999999999905e+00,6.294932000000000194e+00
7.639325617828389425e-02,5.232616910326213677e+00,3.767046000000000117e+00,5.535737000000000130e+00
3.266229080375445126e-01,3.342171080519905857e+00,3.402477999999999891e+00,4.031094000000000399e+00
9.802442112794669538e-02,8.290278093135725612e+00,8.325307000000000457e+00,8.180285000000001361e+00
2.388453264992553560e-01,3.941886778504191113e+00,8.011891000000000318e+00,6.253294999999999604e+00
2.213589968601496483e-01,1.125651044784219401e+01,6.272006000000000192e+00,8.121674999999999756e+00
6.907473079626828827e-02,6.703314495996466782e+00,6.119253999999999749e+00,6.904136999999999524e+00
3.998015879944739892e-02,6.484525737981815752e+00,5.959706999999999866e+00,6.652877000000000152e+00
4.377474236807489538e-02,7.572447798844392786e+00,7.218319000000000152e+00,8.072278000000000731e+00
1.244497334707523190e-01,8.101131575691040254e+00,5.254788999999999710e+00,7.070839000000000318e+00
2.446542745737093627e-01,3.517086075100033682e+00,3.070397000000000265e+00,2.342770999999999937e+00
1.246700932315713550e-01,5.611462085701006686e+00,5.421997000000000178e+00,5.300741000000000369e+00
8.313696650593690451e-01,8.870394616615065786e+00,7.218291000000000679e+00,8.677932999999999453e+00
1.751710581345288786e-01,4.376834421770819716e+00,4.056185000000000151e+00,5.956941999999999737e+00
2.580296907714862975e-01,6.443641728683008552e+00,5.299313999999999858e+00,6.087851999999999819e+00
1.080239883481999008e-01,7.341080200170777559e+00,7.046800999999999426e+00,6.723441000000000223e+00
2.002957310718010975e-01,5.621665950563366820e+00,5.400519000000000069e+00,5.151987999999999346e+00
1.983161916062064767e-01,5.600651458769781321e+00,3.810216000000000491e+00,5.405758000000000507e+00
1.732023973604817912e-01,5.111031479534482003e+00,3.603144000000000347e+00,4.024980999999999476e+00
1.281360192957197996e-01,5.348629736995595962e+00,5.841428999999999760e+00,5.606766000000000361e+00
5.345124489333954454e-01,8.431338957016398794e+00,5.227305999999999564e+00,6.230776000000000536e+00
7.549374689724405729e-02,4.220206137829387139e+00,3.820155000000000189e+00,3.533360000000000056e+00
1.606851536811869374e-01,4.645758600994436271e+00,3.499540000000000095e+00,4.690401999999999738e+00
7.254367997689625813e-02,9.307711712361030010e+00,5.471141000000000254e+00,8.857925999999999078e+00
4.655506651849163763e-02,8.951226595073045189e+00,7.407177000000000788e+00,7.679667999999999495e+00
7.973253637195656940e-02,7.456678320960659967e+00,4.653945999999999472e+00,6.944527000000000783e+00
1.226781895521176224e-01,4.112250890550737559e+00,4.609816999999999609e+00,4.347017000000000131e+00
9.100095598920401874e-02,7.068730823922197537e+00,5.255240000000000578e+00,6.807933000000000234e+00
8.063360398324045386e-01,3.621222503667357095e+00,4.029701999999999451e+00,4.087852999999999959e+00
7.139524300653098121e-02,1.040548838783396413e+01,6.676916999999999547e+00,8.712422000000000111e+00
1.256148886065001358e-01,7.024101965037173656e+00,5.635169000000000317e+00,1.512919299999999900e+01
7.622647000658205885e-02,4.289617158966581911e+00,3.284598999999999602e+00,4.391498999999999597e+00
8.962937694778951025e-02,5.686941614416014090e+00,3.986943000000000126e+00,5.181544000000000594e+00
2.688946862840899676e-01,4.071997068589986668e+00,2.895197000000000020e+00,4.591941999999999524e+00
