#Id,x_center,y_center,z_center,c_bdmv,c_bdmv_max,c_bdmv_min,c_bdmw,c_bdmw_max,c_bdmw_min,r_vir_bdmv,r_vir_bdmw,n_vir_bdmv,n_vir_bdmw,n_tot
85004640248,523.027500,455.419000,459.031600,8.635313,10.897919,6.330390,6.839013,8.024215,5.639215,0.159610,0.116330,48,34,84
85004062898,456.883600,522.052200,491.646400,4.752570,5.824573,3.707133,3.076433,4.258023,1.865615,0.183283,0.132167,76,61,97
85005468301,489.592700,453.358700,536.867600,4.783554,5.735227,3.827879,2.716566,3.930133,1.497390,0.169287,0.131085,63,55,70
85005340464,538.590200,516.499100,512.685300,4.189567,5.307019,3.044134,3.100029,4.281777,2.310891,0.176186,0.135660,70,64,72
85000179679,537.068500,514.974100,482.061300,9.832354,10.145352,9.523938,7.208301,7.702985,6.708099,0.549809,0.410836,2164,1846,2224
85001720401,458.115500,538.190600,461.468400,5.220524,6.166575,4.263853,3.426764,4.853518,2.183015,0.208969,0.152523,117,95,244
85002390778,534.691700,480.967600,518.819900,6.118627,6.879979,5.367197,3.926162,4.977097,2.852807,0.233320,0.176429,164,146,172
85000164806,473.191300,518.643700,489.988300,10.439040,10.775748,10.095343,7.728516,8.182261,7.275596,0.520901,0.386713,1830,1539,2401
85002000192,469.920200,506.661500,482.764100,6.086253,6.858349,5.319858,4.051725,5.058951,3.068613,0.243167,0.182655,186,163,208
85005846707,523.614100,453.071700,525.250200,4.159566,5.251531,3.090112,2.922011,4.085673,1.768928,0.167712,0.120993,57,46,65
85007636586,526.874900,529.420600,483.438100,5.909129,6.823043,4.977192,3.192086,4.338573,2.033321,0.151092,0.108723,43,39,48
85002859548,540.527600,514.067500,485.213000,4.232545,5.286225,3.182380,3.644460,4.797555,2.486878,0.177063,0.132700,70,56,142
85007127585,491.033500,520.155400,497.828800,2.315750,3.537792,1.073273,2.111157,3.341005,1.000135,0.146585,0.128105,48,46,52
85004062962,484.339900,469.919200,529.015200,3.633632,4.766771,2.488061,3.140217,4.258294,2.052441,0.188875,0.130683,89,58,97
85001760465,461.611700,477.849700,452.904300,3.595096,4.723606,2.478390,2.917262,3.986582,2.129035,0.230653,0.161022,157,110,238
85002916201,498.806600,524.699200,496.853400,10.425717,11.450385,9.371580,8.203730,9.291469,7.144904,0.203045,0.159800,121,108,139
85003344410,465.165500,458.472600,470.705400,2.985699,4.269462,1.700358,2.505775,4.336054,1.086485,0.191318,0.132753,90,61,120
85000583609,482.402300,540.484400,512.165600,6.340935,7.001594,5.667575,4.225497,5.121464,3.371554,0.337383,0.251168,496,420,738
85000281816,454.863200,533.701700,514.684200,8.763393,9.183434,8.348734,6.779976,7.401469,6.148277,0.426577,0.311275,1001,798,1482
85000304484,459.415100,541.483200,478.608500,8.125568,8.565251,7.682443,5.426662,6.162570,4.679927,0.468576,0.355396,1328,1194,1380
85000048751,535.879200,543.011800,521.864600,6.621088,7.148902,6.126225,4.734473,5.502597,4.292636,0.773496,0.570870,5998,4950,6468
85002105391,486.816800,496.335300,450.809700,8.759319,9.618042,7.920879,6.384523,7.201089,5.544622,0.240926,0.179579,178,152,197
85007261619,546.726300,462.469400,505.321300,5.086345,6.114217,4.030143,3.976722,5.069064,2.890209,0.152790,0.120533,46,40,51
85005766883,517.102600,455.020700,546.786500,8.410175,9.868883,6.974535,6.651929,7.610670,5.708848,0.169649,0.121494,62,47,66
85005274252,549.253700,531.924000,547.541000,4.680686,5.884465,3.496734,2.763646,4.121986,1.388882,0.169873,0.124449,62,49,73
85002010675,517.858200,499.463900,516.425400,7.379918,8.163302,6.573363,4.793703,5.729118,3.841843,0.237598,0.179986,168,154,207
